reserve_id,priority,category,core_logic_name,title_zh,paper_key,paper_title,authors,year,source_url,closest_existing_v01_v50,structural_difference,causal_landing,pure_spot_fields,side_mapping,small_sample_adaptation,candidate_parameter_dimensions,candidate_schema,candidate_schema_formula,candidate_count_per_side,random_seed_is_candidate_axis,primary_risk,status
V81,C1,分布学习,quantile_gradient_boosting,梯度提升分位尾部,boosting,Greedy function approximation: A gradient boosting machine,Friedman,2001,https://doi.org/10.1214/aos/1013203451,V55 的树叶经验分布与 V49 的分位带,以 boosting 直接优化 pinball loss 的条件分位，而非随机森林叶分布或秩距离。,基学习器只读 t 以前的现货特征；下/上 quantile 单独训练，复杂度和学习率预注册。,中证500指数现货日频 OHLCV/成交额；只使用 t 日及以前；不含期权、期货、基差、盘口或隐含波动率。,lower/upper 分开模型；相同特征锁和训练窗，禁止 Test 调参。,树深、学习率、迭代数强限制；early stopping 只看 Development 内部时间切分。,现货特征集8 × 分布/损失4 × 复杂度4 × 时间权重4 × 覆盖率8,distribution,8现货特征集 × 4分布/损失 × 4复杂度 × 4时间权重 × 8覆盖率,4096,False,提升模型高方差、分位交叉和小样本过拟合。,reserve_only_not_created_not_run
V82,C1,分布学习,ngboost_student_t,NGBoost Student-t 分布,ngboost,NGBoost: Natural Gradient Boosting for Probabilistic Prediction,Duan et al.,2020,https://proceedings.mlr.press/v119/duan20a.html,V55/V81 的条件分位模型,预测完整参数化分布并用 natural gradient 更新，区别于只预测一个 quantile。,用低维现货特征预测 location/scale/tail 参数；每侧可从 Student-t 分布读取尾部概率。,中证500指数现货日频 OHLCV/成交额；只使用 t 日及以前；不含期权、期货、基差、盘口或隐含波动率。,共享分布参数但 lower/upper tail 分开评估；不引入外生期权变量。,只保留浅层树、Student-t/Normal 两种分布、参数下限和强先验，控制自由度。,现货特征集8 × 分布/损失4 × 复杂度4 × 时间权重4 × 覆盖率8,distribution,8现货特征集 × 4分布/损失 × 4复杂度 × 4时间权重 × 8覆盖率,4096,False,尾部自由度难识别，natural gradient 和分布错设风险。,reserve_only_not_created_not_run
V83,C1,小样本贝叶斯,bart_rare_event,BART 稀有尾部,bart,Bayesian additive regression trees,"Chipman, George, and McCulloch",2010,https://doi.org/10.1214/09-AOAS285,V55/V81 的树模型与 V45 的事件并发,用贝叶斯树集成的后验预测分布和 shrinkage 处理稀有事件，非单点树拟合。,输入限定因果现货特征，后验树只用 Development 历史；输出两侧事件概率/不确定性。,中证500指数现货日频 OHLCV/成交额；只使用 t 日及以前；不含期权、期货、基差、盘口或隐含波动率。,down/up 为二项或 probit 两个后验任务；可共享先验但不共享标签。,树数、深度、先验和稀有事件权重固定小集合；后验均值加区间宽度作为信号。,现货特征集8 × 先验/收缩4 × 树/核复杂度4 × 时间权重4 × 覆盖率4,bayes,8现货特征集 × 4先验/收缩 × 4树或核复杂度 × 4时间权重 × 4覆盖率,2048,False,后验计算成本、稀有标签先验敏感、样本外校准不足。,reserve_only_not_created_not_run
V84,C1,小样本贝叶斯,gaussian_process_tail_classifier,高斯过程尾部分类,gp_classification,Gaussian processes for classification,Williams and Barber,1998,https://doi.org/10.1109/34.735807,V41/V44 的局部距离与 V46 的弃权,非参数核后验给出概率和 epistemic uncertainty，区别于固定距离分数。,以少量现货状态特征做 GP classification/regression；训练窗、核和 inducing points 均只用过去。,中证500指数现货日频 OHLCV/成交额；只使用 t 日及以前；不含期权、期货、基差、盘口或隐含波动率。,下跌/上涨分别 GP；后验方差高时按预注册规则弃权。,ARD 维度小、核候选少、固定 inducing subset、强先验和标准化，适配小样本。,现货特征集8 × 先验4 × 核复杂度4 × 时间权重4 × 覆盖率4,bayes,8现货特征集 × 4先验/收缩 × 4树或核复杂度 × 4时间权重 × 4覆盖率,2048,False,核超参数弱识别、时间相关破坏独立性、计算随样本增长。,reserve_only_not_created_not_run
V85,C1,在线专家,hedge_expert_weights,Hedge 在线专家权重,hedge,A decision-theoretic generalization of on-line learning,Freund and Schapire,1997,https://doi.org/10.1006/jcss.1997.1504,V33/V48 的静态多数/分歧边际,使用 regret-aware multiplicative weights，直接根据过去损失分配专家权重。,专家池为预注册现货单逻辑分数/低维基模型；每个 t 用过去 log loss 更新，输出加权 tail probability。,中证500指数现货日频 OHLCV/成交额；只使用 t 日及以前；不含期权、期货、基差、盘口或隐含波动率。,down/up 维护独立专家权重；不以 Test 反馈改变专家集合或学习率。,专家数少、学习率/遗忘率网格小、权重 floor 和 uniform prior 防止早期塌缩。,专家集合8 × 遗忘率8 × 更新损失4 × 覆盖率12,online,8专家集合 × 8遗忘率 × 4更新损失 × 12覆盖率,3072,False,在线 regret 对专家相关和概念漂移敏感。,reserve_only_not_created_not_run
V86,C1,在线校准,conformal_test_martingale,共形测试鞅,conformal_martingale,Testing exchangeability online,"Vovk, Nouretdinov, and Gammerman",2021,https://proceedings.mlr.press/v152/vovk21b.html,V46/V79 的弃权/自适应阈值,把非一致性 p-value 的在线乘积作为漂移/异常证据，机制不同于单次 conformal threshold。,p-value 由过去现货分数的 rolling calibration 产生，martingale 只按历史递推；触发时标记风险或弃权。,中证500指数现货日频 OHLCV/成交额；只使用 t 日及以前；不含期权、期货、基差、盘口或隐含波动率。,下跌/上涨各自 p-value martingale；不把鞅直接当收益方向预测。,候选 betting function 少量化、校准窗固定、对非交换性只作诊断而非理论保证。,基准分数8 × 校准窗/步长8 × 非交换修正4 × 目标覆盖率12,conformal,8基准分数 × 8校准窗/步长 × 4非交换性修正 × 12目标覆盖率,3072,False,鞅对 p-value 误校准极敏感，长期累积可能爆炸或衰减。,reserve_only_not_created_not_run
V87,C1,因果形状,dev_only_shapelets,Development 形状片段,shapelets,Time series classification with shapelets,Ye and Keogh,2011,https://www.cs.ucr.edu/~lexiangy/Shapelet/Shapelet.pdf,V78 的 Matrix Profile motif/discord,学习能区分尾部的局部子序列原型，区别于无监督最近邻异常距离。,只在 Development 内发现 shapelets，冻结后应用到 Validation/Test；输入为因果 O2O/振幅/成交序列。,中证500指数现货日频 OHLCV/成交额；只使用 t 日及以前；不含期权、期货、基差、盘口或隐含波动率。,下跌/上涨分别发现少量 shapelets；距离分数进入单侧 tail score。,形状数量、长度、距离和最小出现次数强限制；不在 Test 重新发现 shapelet。,窗口8 × 表示方式4 × 距离/归一化4 × 原型复杂度4 × 覆盖率8,pattern,8窗口 × 4表示方式 × 4距离/归一化 × 4原型复杂度 × 8覆盖率,4096,False,发现过程易泄漏、shapelet 数量多、跨期形态漂移。,reserve_only_not_created_not_run
V88,C1,确定性表示,deterministic_minirocket_tail,近确定卷积字典尾部,minirocket,MiniRocket: A very fast (almost) deterministic transform for time series classification,"Dempster, Petitjean, and Webb",2021,https://arxiv.org/abs/2012.08791,V77 的 catch22 与 V87 的 shapelet,用大量固定/近确定卷积核把路径投影到可线性分离的表示，结构上不同于手工统计。,卷积仅在过去窗口内计算；核字典和随机种子预注册且不作为候选轴，线性 tail link 冻结。,中证500指数现货日频 OHLCV/成交额；只使用 t 日及以前；不含期权、期货、基差、盘口或隐含波动率。,同一表示上训练两侧低容量线性模型；不做深度端到端训练。,限制核数量、窗口和线性 ridge；确定性字典不扩展随机种子候选。,窗口8 × 表示方式4 × 距离/归一化4 × 原型复杂度4 × 覆盖率8,pattern,8窗口 × 4表示方式 × 4距离/归一化 × 4原型复杂度 × 8覆盖率,4096,False,表示维度高、时间序列漂移、虽近确定仍有多重比较。,reserve_only_not_created_not_run
V89,C1,多尺度表示,wavelet_scattering_tail,小波散射尾部表示,scattering,Group invariant scattering,Mallat,2012,https://doi.org/10.1002/cpa.21413,V42/V43 的多尺度指数核,用平移不变、稳定的多尺度小波模组捕捉局部非线性，不是有限半衰期线性核。,对过去 O2O/振幅/成交路径做低阶 scattering transform；尺度、阶数和截断全部预注册。,中证500指数现货日频 OHLCV/成交额；只使用 t 日及以前；不含期权、期货、基差、盘口或隐含波动率。,散射系数输入两个低容量 tail link；共享表示，分侧输出。,阶数最多 2、尺度少量化、标准化和 ridge；不训练小波参数。,窗口8 × 表示方式4 × 距离/归一化4 × 原型复杂度4 × 覆盖率8,pattern,8窗口 × 4表示方式 × 4距离/归一化 × 4原型复杂度 × 8覆盖率,4096,False,系数维度与边界效应、尺度选择和小样本共线。,reserve_only_not_created_not_run
V90,C1,低秩分解,causal_ssa_residual,因果 SSA 残差尾部,ssa,Singular spectrum analysis for time series,Vautard and Ghil,1989,https://doi.org/10.1016/0167-2789(89)90077-8,V27/V28 的趋势效率与 V42/V43 的路径核,用滚动轨迹矩阵低秩重构趋势/周期，再用残差异常做尾部逻辑，区别于直接动量。,每个 t 只对过去窗口做 SSA；重构、残差和谱熵冻结在形成时，下一 O2O 才使用。,中证500指数现货日频 OHLCV/成交额；只使用 t 日及以前；不含期权、期货、基差、盘口或隐含波动率。,趋势/残差共同状态；下跌/上涨分别对 residual tail 和 reconstructed slope 建 link。,窗口、嵌入维度和秩少量化；奇异值 shrinkage 与最小样本门槛，禁止跨 Test 重构。,窗口8 × 表示方式4 × 距离/归一化4 × 原型复杂度4 × 覆盖率8,pattern,8窗口 × 4表示方式 × 4距离/归一化 × 4原型复杂度 × 8覆盖率,4096,False,边界效应、秩选择敏感、短样本周期解释不稳定。,reserve_only_not_created_not_run
